Row ID,order_id,order_date,ship_date,customer_id,city,product_id,category,product_name,sales,quantity,profit
114,CA-2014-115259,8/25/2014,8/27/2014,RC-19960,Columbus,OFF-FA-10000621,Office Supplies,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,14.5348
115,CA-2014-115259,8/25/2014,8/27/2014,RC-19960,Columbus,OFF-EN-10002600,Office Supplies,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,1.652
116,CA-2014-115259,8/25/2014,8/27/2014,RC-19960,Columbus,OFF-PA-10004965,Office Supplies,Xerox 1921,23.976,3,7.4925
117,CA-2014-115259,8/25/2014,8/27/2014,RC-19960,Columbus,OFF-EN-10002504,Office Supplies,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,44.0316
118,CA-2015-110457,03-02-2015,03-06-2015,DK-13090,Seattle,FUR-TA-10001768,Furniture,Hon Racetrack Conference Tables,787.53,3,165.3813
119,US-2015-136476,04-05-2015,04-10-2015,GG-14650,Bristol,OFF-BI-10003650,Office Supplies,GBC DocuBind 300 Electric Binding Machine,157.794,1,-115.7156
120,CA-2016-103730,06-12-2016,6/15/2016,SC-20725,Wilmington,FUR-FU-10002157,Furniture,Artistic Insta-Plaque,47.04,3,18.3456
121,CA-2016-103730,06-12-2016,6/15/2016,SC-20725,Wilmington,OFF-BI-10003910,Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,13.878
122,CA-2016-103730,06-12-2016,6/15/2016,SC-20725,Wilmington,OFF-ST-10000777,Office Supplies,"Companion Letter/Legal File, Black",226.56,6,63.4368
123,CA-2016-103730,06-12-2016,6/15/2016,SC-20725,Wilmington,OFF-EN-10002500,Office Supplies,Globe Weis Peel & Seel First Class Envelopes,115.02,9,51.759
124,CA-2016-103730,06-12-2016,6/15/2016,SC-20725,Wilmington,TEC-PH-10003875,Technology,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,19.7316
125,US-2014-152030,12/26/2014,12/28/2014,AD-10180,Houston,FUR-CH-10004063,Furniture,Global Deluxe High-Back Manager's Chair,600.558,3,-8.5794
126,US-2014-134614,9/20/2014,9/25/2014,PF-19165,Bloomington,FUR-TA-10004534,Furniture,Bevis 44 x 96 Conference Tables,617.7,6,-407.682
127,US-2017-107272,11-05-2017,11-12-2017,TS-21610,Phoenix,OFF-BI-10003274,Office Supplies,"Avery Durable Slant Ring Binders, No Labels",2.388,2,-1.8308
128,US-2017-107272,11-05-2017,11-12-2017,TS-21610,Phoenix,OFF-ST-10002974,Office Supplies,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7,30.499
129,US-2016-125969,11-06-2016,11-10-2016,LS-16975,Los Angeles,FUR-CH-10001146,Furniture,"Global Task Chair, Black",81.424,2,-9.1602
130,US-2016-125969,11-06-2016,11-10-2016,LS-16975,Los Angeles,FUR-FU-10003773,Furniture,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,26.2416
131,US-2017-164147,02-02-2017,02-05-2017,DW-13585,Columbus,TEC-PH-10002293,Technology,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5,-11.994
132,US-2017-164147,02-02-2017,02-05-2017,DW-13585,Columbus,OFF-PA-10002377,Office Supplies,Xerox 1916,78.304,2,29.364
133,US-2017-164147,02-02-2017,02-05-2017,DW-13585,Columbus,OFF-FA-10002780,Office Supplies,Staples,21.456,9,6.9732
134,CA-2016-145583,10/13/2016,10/19/2016,LC-16885,Roseville,OFF-PA-10001804,Office Supplies,Xerox 195,20.04,3,9.6192
135,CA-2016-145583,10/13/2016,10/19/2016,LC-16885,Roseville,OFF-PA-10001736,Office Supplies,Xerox 1880,35.44,1,16.6568
136,CA-2016-145583,10/13/2016,10/19/2016,LC-16885,Roseville,OFF-AR-10001149,Office Supplies,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,3.456
137,CA-2016-145583,10/13/2016,10/19/2016,LC-16885,Roseville,OFF-FA-10002988,Office Supplies,Ideal Clamps,4.02,2,1.9698
138,CA-2016-145583,10/13/2016,10/19/2016,LC-16885,Roseville,OFF-BI-10004781,Office Supplies,GBC Wire Binding Strips,76.176,3,26.6616
139,CA-2016-145583,10/13/2016,10/19/2016,LC-16885,Roseville,OFF-SU-10001218,Office Supplies,Fiskars Softgrip Scissors,65.88,6,18.4464
140,CA-2016-145583,10/13/2016,10/19/2016,LC-16885,Roseville,FUR-FU-10001706,Furniture,Longer-Life Soft White Bulbs,43.12,14,20.6976
141,CA-2016-110366,09-05-2016,09-07-2016,JD-15895,Philadelphia,FUR-FU-10004848,Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,10.35
142,CA-2017-106180,9/18/2017,9/23/2017,SH-19975,San Francisco,OFF-AR-10000940,Office Supplies,Newell 343,8.82,3,2.3814
143,CA-2017-106180,9/18/2017,9/23/2017,SH-19975,San Francisco,OFF-EN-10004030,Office Supplies,Convenience Packs of Business Envelopes,10.86,3,5.1042
144,CA-2017-106180,9/18/2017,9/23/2017,SH-19975,San Francisco,OFF-PA-10004327,Office Supplies,Xerox 1911,143.7,3,68.976
145,CA-2017-155376,12/22/2017,12/27/2017,SG-20080,Independence,OFF-AP-10001058,Office Supplies,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3,218.2518
146,CA-2015-110744,09-07-2015,09-12-2015,HA-14920,Pasadena,OFF-ST-10003656,Office Supplies,Safco Industrial Wire Shelving,671.93,7,20.1579
147,CA-2014-110072,10/22/2014,10/28/2014,MG-17680,Newark,FUR-FU-10000521,Furniture,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4,12.9096
148,CA-2016-114489,12-05-2016,12-09-2016,JE-16165,Franklin,TEC-PH-10000215,Technology,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11,103.8015
149,CA-2016-114489,12-05-2016,12-09-2016,JE-16165,Franklin,TEC-PH-10001448,Technology,Anker Astro 15000mAh USB Portable Charger,149.97,3,5.9988
150,CA-2016-114489,12-05-2016,12-09-2016,JE-16165,Franklin,FUR-CH-10000454,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,585.552
151,CA-2016-114489,12-05-2016,12-09-2016,JE-16165,Franklin,OFF-BI-10002735,Office Supplies,GBC Prestige Therm-A-Bind Covers,171.55,5,80.6285
152,CA-2016-158834,3/13/2016,3/16/2016,TW-21025,Scottsdale,OFF-AP-10000326,Office Supplies,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,17.766
153,CA-2016-158834,3/13/2016,3/16/2016,TW-21025,Scottsdale,TEC-PH-10001254,Technology,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2,15.2388
154,CA-2015-124919,5/31/2015,06-02-2015,SP-20650,San Jose,OFF-PA-10001950,Office Supplies,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,26.271
155,CA-2015-124919,5/31/2015,06-02-2015,SP-20650,San Jose,OFF-PA-10002254,Office Supplies,Xerox 1883,105.52,4,48.5392
156,CA-2015-124919,5/31/2015,06-02-2015,SP-20650,San Jose,OFF-ST-10001590,Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,21.0288
157,CA-2015-118948,5/28/2015,06-03-2015,NK-18490,Seattle,OFF-AR-10001547,Office Supplies,Newell 311,6.63,3,1.7901
158,CA-2014-104269,03-01-2014,03-06-2014,DB-13060,Seattle,FUR-CH-10004063,Furniture,Global Deluxe High-Back Manager's Chair,457.568,2,51.4764
159,CA-2016-114104,11/20/2016,11/24/2016,NP-18670,Edmond,OFF-LA-10002475,Office Supplies,Avery 519,14.62,2,6.8714
160,CA-2016-114104,11/20/2016,11/24/2016,NP-18670,Edmond,TEC-PH-10004536,Technology,Avaya 5420 Digital phone,944.93,7,236.2325
